statement,label,extracted_statement_ids,extracted_statement_texts
(36 - 11) * (12 * 17) = 5100,True,"[128000, 128011, 7, 1927, 482, 220, 806, 8, 353, 320, 717, 353, 220, 1114, 8, 284, 220, 15633, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 - 11) * (12 * 17) = 5100<｜Assistant｜><think>
"
(11 + 17) - (6 + 11) = 11,True,"[128000, 128011, 7, 806, 489, 220, 1114, 8, 482, 320, 21, 489, 220, 806, 8, 284, 220, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 + 17) - (6 + 11) = 11<｜Assistant｜><think>
"
(31 + 8) + (17 + 6) = 60,False,"[128000, 128011, 7, 2148, 489, 220, 23, 8, 489, 320, 1114, 489, 220, 21, 8, 284, 220, 1399, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 + 8) + (17 + 6) = 60<｜Assistant｜><think>
"
(18 - 39) - (6 - 1) = -29,False,"[128000, 128011, 7, 972, 482, 220, 2137, 8, 482, 320, 21, 482, 220, 16, 8, 284, 482, 1682, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 - 39) - (6 - 1) = -29<｜Assistant｜><think>
"
(28 * 4) * (1 + 12) = 1457,False,"[128000, 128011, 7, 1591, 353, 220, 19, 8, 353, 320, 16, 489, 220, 717, 8, 284, 220, 9591, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 * 4) * (1 + 12) = 1457<｜Assistant｜><think>
"
(7 - 13) - (17 + 14) = -35,False,"[128000, 128011, 7, 22, 482, 220, 1032, 8, 482, 320, 1114, 489, 220, 975, 8, 284, 482, 1758, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 13) - (17 + 14) = -35<｜Assistant｜><think>
"
(37 * 27) - (15 + 9) = 973,False,"[128000, 128011, 7, 1806, 353, 220, 1544, 8, 482, 320, 868, 489, 220, 24, 8, 284, 220, 24471, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 * 27) - (15 + 9) = 973<｜Assistant｜><think>
"
(4 * 29) + (3 - 10) = 105,False,"[128000, 128011, 7, 19, 353, 220, 1682, 8, 489, 320, 18, 482, 220, 605, 8, 284, 220, 6550, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 * 29) + (3 - 10) = 105<｜Assistant｜><think>
"
(22 * 4) / (10 - 8) = 44,True,"[128000, 128011, 7, 1313, 353, 220, 19, 8, 611, 320, 605, 482, 220, 23, 8, 284, 220, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 4) / (10 - 8) = 44<｜Assistant｜><think>
"
(24 - 7) * (7 - 11) = -68,True,"[128000, 128011, 7, 1187, 482, 220, 22, 8, 353, 320, 22, 482, 220, 806, 8, 284, 482, 2614, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 - 7) * (7 - 11) = -68<｜Assistant｜><think>
"
(1 + 21) + (18 * 14) = 276,False,"[128000, 128011, 7, 16, 489, 220, 1691, 8, 489, 320, 972, 353, 220, 975, 8, 284, 220, 16660, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 + 21) + (18 * 14) = 276<｜Assistant｜><think>
"
(9 - 3) - (3 + 11) = -8,True,"[128000, 128011, 7, 24, 482, 220, 18, 8, 482, 320, 18, 489, 220, 806, 8, 284, 482, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 - 3) - (3 + 11) = -8<｜Assistant｜><think>
"
(9 + 22) - (3 + 5) = 23,True,"[128000, 128011, 7, 24, 489, 220, 1313, 8, 482, 320, 18, 489, 220, 20, 8, 284, 220, 1419, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 + 22) - (3 + 5) = 23<｜Assistant｜><think>
"
(8 - 29) + (20 - 10) = -11,True,"[128000, 128011, 7, 23, 482, 220, 1682, 8, 489, 320, 508, 482, 220, 605, 8, 284, 482, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 - 29) + (20 - 10) = -11<｜Assistant｜><think>
"
(24 * 34) - (19 - 8) = 804,False,"[128000, 128011, 7, 1187, 353, 220, 1958, 8, 482, 320, 777, 482, 220, 23, 8, 284, 220, 20417, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 * 34) - (19 - 8) = 804<｜Assistant｜><think>
"
(34 - 9) - (8 - 16) = 33,True,"[128000, 128011, 7, 1958, 482, 220, 24, 8, 482, 320, 23, 482, 220, 845, 8, 284, 220, 1644, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 9) - (8 - 16) = 33<｜Assistant｜><think>
"
(22 + 8) + (18 + 12) = 55,False,"[128000, 128011, 7, 1313, 489, 220, 23, 8, 489, 320, 972, 489, 220, 717, 8, 284, 220, 2131, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 8) + (18 + 12) = 55<｜Assistant｜><think>
"
(6 + 21) * (5 * 20) = 2700,True,"[128000, 128011, 7, 21, 489, 220, 1691, 8, 353, 320, 20, 353, 220, 508, 8, 284, 220, 10914, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(6 + 21) * (5 * 20) = 2700<｜Assistant｜><think>
"
(22 - 14) - (4 + 15) = -10,False,"[128000, 128011, 7, 1313, 482, 220, 975, 8, 482, 320, 19, 489, 220, 868, 8, 284, 482, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 - 14) - (4 + 15) = -10<｜Assistant｜><think>
"
(19 - 27) * (4 - 7) = 25,False,"[128000, 128011, 7, 777, 482, 220, 1544, 8, 353, 320, 19, 482, 220, 22, 8, 284, 220, 914, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 27) * (4 - 7) = 25<｜Assistant｜><think>
"
(7 - 17) - (6 - 14) = -2,True,"[128000, 128011, 7, 22, 482, 220, 1114, 8, 482, 320, 21, 482, 220, 975, 8, 284, 482, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 17) - (6 - 14) = -2<｜Assistant｜><think>
"
(25 * 5) - (20 - 6) = 112,False,"[128000, 128011, 7, 914, 353, 220, 20, 8, 482, 320, 508, 482, 220, 21, 8, 284, 220, 7261, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 * 5) - (20 - 6) = 112<｜Assistant｜><think>
"
(1 - 40) - (18 - 2) = -55,True,"[128000, 128011, 7, 16, 482, 220, 1272, 8, 482, 320, 972, 482, 220, 17, 8, 284, 482, 2131, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 - 40) - (18 - 2) = -55<｜Assistant｜><think>
"
(30 * 31) * (18 - 15) = 2790,True,"[128000, 128011, 7, 966, 353, 220, 2148, 8, 353, 320, 972, 482, 220, 868, 8, 284, 220, 17267, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 * 31) * (18 - 15) = 2790<｜Assistant｜><think>
"
(18 + 22) + (4 * 11) = 84,True,"[128000, 128011, 7, 972, 489, 220, 1313, 8, 489, 320, 19, 353, 220, 806, 8, 284, 220, 5833, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 + 22) + (4 * 11) = 84<｜Assistant｜><think>
"
(19 - 29) - (16 - 19) = -7,True,"[128000, 128011, 7, 777, 482, 220, 1682, 8, 482, 320, 845, 482, 220, 777, 8, 284, 482, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 29) - (16 - 19) = -7<｜Assistant｜><think>
"
(23 * 14) * (6 * 3) = 5796,True,"[128000, 128011, 7, 1419, 353, 220, 975, 8, 353, 320, 21, 353, 220, 18, 8, 284, 220, 24847, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(23 * 14) * (6 * 3) = 5796<｜Assistant｜><think>
"
(34 - 25) * (15 + 5) = 180,True,"[128000, 128011, 7, 1958, 482, 220, 914, 8, 353, 320, 868, 489, 220, 20, 8, 284, 220, 5245, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 25) * (15 + 5) = 180<｜Assistant｜><think>
"
(2 + 38) * (14 * 1) = 556,False,"[128000, 128011, 7, 17, 489, 220, 1987, 8, 353, 320, 975, 353, 220, 16, 8, 284, 220, 20866, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 + 38) * (14 * 1) = 556<｜Assistant｜><think>
"
(8 - 39) - (20 - 1) = -46,False,"[128000, 128011, 7, 23, 482, 220, 2137, 8, 482, 320, 508, 482, 220, 16, 8, 284, 482, 2790, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 - 39) - (20 - 1) = -46<｜Assistant｜><think>
"
(40 - 36) - (4 + 15) = -13,False,"[128000, 128011, 7, 1272, 482, 220, 1927, 8, 482, 320, 19, 489, 220, 868, 8, 284, 482, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 - 36) - (4 + 15) = -13<｜Assistant｜><think>
"
(20 * 16) * (1 * 19) = 6080,True,"[128000, 128011, 7, 508, 353, 220, 845, 8, 353, 320, 16, 353, 220, 777, 8, 284, 220, 19944, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 * 16) * (1 * 19) = 6080<｜Assistant｜><think>
"
(22 * 30) - (4 + 7) = 653,False,"[128000, 128011, 7, 1313, 353, 220, 966, 8, 482, 320, 19, 489, 220, 22, 8, 284, 220, 21598, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 30) - (4 + 7) = 653<｜Assistant｜><think>
"
(17 - 24) - (8 + 16) = -32,False,"[128000, 128011, 7, 1114, 482, 220, 1187, 8, 482, 320, 23, 489, 220, 845, 8, 284, 482, 843, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(17 - 24) - (8 + 16) = -32<｜Assistant｜><think>
"
(39 * 18) - (2 * 14) = 679,False,"[128000, 128011, 7, 2137, 353, 220, 972, 8, 482, 320, 17, 353, 220, 975, 8, 284, 220, 25136, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 * 18) - (2 * 14) = 679<｜Assistant｜><think>
"
(37 - 37) * (17 + 4) = 0,True,"[128000, 128011, 7, 1806, 482, 220, 1806, 8, 353, 320, 1114, 489, 220, 19, 8, 284, 220, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 - 37) * (17 + 4) = 0<｜Assistant｜><think>
"
(34 * 28) - (5 + 1) = 943,False,"[128000, 128011, 7, 1958, 353, 220, 1591, 8, 482, 320, 20, 489, 220, 16, 8, 284, 220, 26576, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 * 28) - (5 + 1) = 943<｜Assistant｜><think>
"
(12 * 28) / (6 - 7) = -336,True,"[128000, 128011, 7, 717, 353, 220, 1591, 8, 611, 320, 21, 482, 220, 22, 8, 284, 482, 17014, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 * 28) / (6 - 7) = -336<｜Assistant｜><think>
"
(37 * 16) * (13 - 18) = -2960,True,"[128000, 128011, 7, 1806, 353, 220, 845, 8, 353, 320, 1032, 482, 220, 972, 8, 284, 482, 17408, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 * 16) * (13 - 18) = -2960<｜Assistant｜><think>
"
(26 - 13) - (15 * 2) = -17,True,"[128000, 128011, 7, 1627, 482, 220, 1032, 8, 482, 320, 868, 353, 220, 17, 8, 284, 482, 1114, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 - 13) - (15 * 2) = -17<｜Assistant｜><think>
"
(29 - 35) * (8 + 13) = -129,False,"[128000, 128011, 7, 1682, 482, 220, 1758, 8, 353, 320, 23, 489, 220, 1032, 8, 284, 482, 9748, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 - 35) * (8 + 13) = -129<｜Assistant｜><think>
"
(26 + 9) - (2 + 20) = 17,False,"[128000, 128011, 7, 1627, 489, 220, 24, 8, 482, 320, 17, 489, 220, 508, 8, 284, 220, 1114, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 + 9) - (2 + 20) = 17<｜Assistant｜><think>
"
(1 - 24) - (3 - 15) = -15,False,"[128000, 128011, 7, 16, 482, 220, 1187, 8, 482, 320, 18, 482, 220, 868, 8, 284, 482, 868, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 - 24) - (3 - 15) = -15<｜Assistant｜><think>
"
(28 + 6) * (2 + 2) = 141,False,"[128000, 128011, 7, 1591, 489, 220, 21, 8, 353, 320, 17, 489, 220, 17, 8, 284, 220, 9335, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 + 6) * (2 + 2) = 141<｜Assistant｜><think>
"
(12 * 5) * (3 - 16) = -780,True,"[128000, 128011, 7, 717, 353, 220, 20, 8, 353, 320, 18, 482, 220, 845, 8, 284, 482, 19423, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 * 5) * (3 - 16) = -780<｜Assistant｜><think>
"
(28 + 27) * (4 + 16) = 1105,False,"[128000, 128011, 7, 1591, 489, 220, 1544, 8, 353, 320, 19, 489, 220, 845, 8, 284, 220, 5120, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 + 27) * (4 + 16) = 1105<｜Assistant｜><think>
"
(29 + 34) + (18 * 17) = 369,True,"[128000, 128011, 7, 1682, 489, 220, 1958, 8, 489, 320, 972, 353, 220, 1114, 8, 284, 220, 19929, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 + 34) + (18 * 17) = 369<｜Assistant｜><think>
"
(27 / 1) * (8 - 17) = -243,True,"[128000, 128011, 7, 1544, 611, 220, 16, 8, 353, 320, 23, 482, 220, 1114, 8, 284, 482, 14052, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 / 1) * (8 - 17) = -243<｜Assistant｜><think>
"
(5 - 37) - (15 - 11) = -36,True,"[128000, 128011, 7, 20, 482, 220, 1806, 8, 482, 320, 868, 482, 220, 806, 8, 284, 482, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 37) - (15 - 11) = -36<｜Assistant｜><think>
"
(38 * 23) + (16 - 13) = 877,True,"[128000, 128011, 7, 1987, 353, 220, 1419, 8, 489, 320, 845, 482, 220, 1032, 8, 284, 220, 23873, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 * 23) + (16 - 13) = 877<｜Assistant｜><think>
"
(19 - 29) - (16 - 19) = -10,False,"[128000, 128011, 7, 777, 482, 220, 1682, 8, 482, 320, 845, 482, 220, 777, 8, 284, 482, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 29) - (16 - 19) = -10<｜Assistant｜><think>
"
(14 + 23) - (2 * 12) = 14,False,"[128000, 128011, 7, 975, 489, 220, 1419, 8, 482, 320, 17, 353, 220, 717, 8, 284, 220, 975, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 + 23) - (2 * 12) = 14<｜Assistant｜><think>
"
(12 / 12) + (14 * 9) = 131,False,"[128000, 128011, 7, 717, 611, 220, 717, 8, 489, 320, 975, 353, 220, 24, 8, 284, 220, 9263, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 / 12) + (14 * 9) = 131<｜Assistant｜><think>
"
(16 / 4) * (5 * 17) = 339,False,"[128000, 128011, 7, 845, 611, 220, 19, 8, 353, 320, 20, 353, 220, 1114, 8, 284, 220, 17887, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 / 4) * (5 * 17) = 339<｜Assistant｜><think>
"
(4 + 37) + (11 * 4) = 85,True,"[128000, 128011, 7, 19, 489, 220, 1806, 8, 489, 320, 806, 353, 220, 19, 8, 284, 220, 5313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 37) + (11 * 4) = 85<｜Assistant｜><think>
"
(37 * 8) * (6 * 3) = 5328,True,"[128000, 128011, 7, 1806, 353, 220, 23, 8, 353, 320, 21, 353, 220, 18, 8, 284, 220, 20711, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 * 8) * (6 * 3) = 5328<｜Assistant｜><think>
"
(27 * 33) - (16 - 4) = 884,False,"[128000, 128011, 7, 1544, 353, 220, 1644, 8, 482, 320, 845, 482, 220, 19, 8, 284, 220, 25962, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 * 33) - (16 - 4) = 884<｜Assistant｜><think>
"
(15 + 29) / (16 / 8) = 22,True,"[128000, 128011, 7, 868, 489, 220, 1682, 8, 611, 320, 845, 611, 220, 23, 8, 284, 220, 1313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 + 29) / (16 / 8) = 22<｜Assistant｜><think>
"
(5 * 19) + (20 * 4) = 174,False,"[128000, 128011, 7, 20, 353, 220, 777, 8, 489, 320, 508, 353, 220, 19, 8, 284, 220, 11771, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 * 19) + (20 * 4) = 174<｜Assistant｜><think>
"
(29 - 35) * (8 + 13) = -126,True,"[128000, 128011, 7, 1682, 482, 220, 1758, 8, 353, 320, 23, 489, 220, 1032, 8, 284, 482, 9390, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 - 35) * (8 + 13) = -126<｜Assistant｜><think>
"
(40 * 34) + (12 + 19) = 1393,False,"[128000, 128011, 7, 1272, 353, 220, 1958, 8, 489, 320, 717, 489, 220, 777, 8, 284, 220, 10125, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 * 34) + (12 + 19) = 1393<｜Assistant｜><think>
"
(22 + 12) - (6 + 8) = 25,False,"[128000, 128011, 7, 1313, 489, 220, 717, 8, 482, 320, 21, 489, 220, 23, 8, 284, 220, 914, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 12) - (6 + 8) = 25<｜Assistant｜><think>
"
(22 + 24) * (14 / 7) = 88,False,"[128000, 128011, 7, 1313, 489, 220, 1187, 8, 353, 320, 975, 611, 220, 22, 8, 284, 220, 2421, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 24) * (14 / 7) = 88<｜Assistant｜><think>
"
(12 - 11) * (16 / 8) = 2,True,"[128000, 128011, 7, 717, 482, 220, 806, 8, 353, 320, 845, 611, 220, 23, 8, 284, 220, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 - 11) * (16 / 8) = 2<｜Assistant｜><think>
"
(21 * 8) + (8 - 3) = 172,False,"[128000, 128011, 7, 1691, 353, 220, 23, 8, 489, 320, 23, 482, 220, 18, 8, 284, 220, 10861, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 * 8) + (8 - 3) = 172<｜Assistant｜><think>
"
(27 * 6) * (1 - 8) = -1134,True,"[128000, 128011, 7, 1544, 353, 220, 21, 8, 353, 320, 16, 482, 220, 23, 8, 284, 482, 8190, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 * 6) * (1 - 8) = -1134<｜Assistant｜><think>
"
(7 - 20) * (13 * 14) = -2366,True,"[128000, 128011, 7, 22, 482, 220, 508, 8, 353, 320, 1032, 353, 220, 975, 8, 284, 482, 14087, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 20) * (13 * 14) = -2366<｜Assistant｜><think>
"
(36 + 37) - (12 - 18) = 79,True,"[128000, 128011, 7, 1927, 489, 220, 1806, 8, 482, 320, 717, 482, 220, 972, 8, 284, 220, 4643, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 + 37) - (12 - 18) = 79<｜Assistant｜><think>
"
(16 - 33) * (7 - 6) = -13,False,"[128000, 128011, 7, 845, 482, 220, 1644, 8, 353, 320, 22, 482, 220, 21, 8, 284, 482, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 - 33) * (7 - 6) = -13<｜Assistant｜><think>
"
(6 * 19) - (11 * 9) = 10,False,"[128000, 128011, 7, 21, 353, 220, 777, 8, 482, 320, 806, 353, 220, 24, 8, 284, 220, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(6 * 19) - (11 * 9) = 10<｜Assistant｜><think>
"
(32 - 33) * (10 * 7) = -65,False,"[128000, 128011, 7, 843, 482, 220, 1644, 8, 353, 320, 605, 353, 220, 22, 8, 284, 482, 2397, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 - 33) * (10 * 7) = -65<｜Assistant｜><think>
"
(25 + 15) * (14 + 20) = 1360,True,"[128000, 128011, 7, 914, 489, 220, 868, 8, 353, 320, 975, 489, 220, 508, 8, 284, 220, 9795, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 15) * (14 + 20) = 1360<｜Assistant｜><think>
"
(26 * 36) + (14 - 10) = 945,False,"[128000, 128011, 7, 1627, 353, 220, 1927, 8, 489, 320, 975, 482, 220, 605, 8, 284, 220, 24599, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 * 36) + (14 - 10) = 945<｜Assistant｜><think>
"
(35 + 7) + (16 * 15) = 281,False,"[128000, 128011, 7, 1758, 489, 220, 22, 8, 489, 320, 845, 353, 220, 868, 8, 284, 220, 15282, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 + 7) + (16 * 15) = 281<｜Assistant｜><think>
"
(16 - 33) * (7 - 6) = -17,True,"[128000, 128011, 7, 845, 482, 220, 1644, 8, 353, 320, 22, 482, 220, 21, 8, 284, 482, 1114, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 - 33) * (7 - 6) = -17<｜Assistant｜><think>
"
(38 * 1) - (12 - 11) = 36,False,"[128000, 128011, 7, 1987, 353, 220, 16, 8, 482, 320, 717, 482, 220, 806, 8, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 * 1) - (12 - 11) = 36<｜Assistant｜><think>
"
(5 - 25) - (2 + 6) = -28,True,"[128000, 128011, 7, 20, 482, 220, 914, 8, 482, 320, 17, 489, 220, 21, 8, 284, 482, 1591, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 25) - (2 + 6) = -28<｜Assistant｜><think>
"
(34 - 32) + (17 + 10) = 29,True,"[128000, 128011, 7, 1958, 482, 220, 843, 8, 489, 320, 1114, 489, 220, 605, 8, 284, 220, 1682, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 32) + (17 + 10) = 29<｜Assistant｜><think>
"
(37 * 14) * (17 + 9) = 13468,True,"[128000, 128011, 7, 1806, 353, 220, 975, 8, 353, 320, 1114, 489, 220, 24, 8, 284, 220, 9565, 2614, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 * 14) * (17 + 9) = 13468<｜Assistant｜><think>
"
(29 - 29) - (10 / 2) = -5,True,"[128000, 128011, 7, 1682, 482, 220, 1682, 8, 482, 320, 605, 611, 220, 17, 8, 284, 482, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 - 29) - (10 / 2) = -5<｜Assistant｜><think>
"
(24 - 28) + (6 - 1) = 1,True,"[128000, 128011, 7, 1187, 482, 220, 1591, 8, 489, 320, 21, 482, 220, 16, 8, 284, 220, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 - 28) + (6 - 1) = 1<｜Assistant｜><think>
"
(22 * 23) + (1 - 9) = 493,False,"[128000, 128011, 7, 1313, 353, 220, 1419, 8, 489, 320, 16, 482, 220, 24, 8, 284, 220, 22741, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 23) + (1 - 9) = 493<｜Assistant｜><think>
"
(39 + 5) - (5 + 10) = 32,False,"[128000, 128011, 7, 2137, 489, 220, 20, 8, 482, 320, 20, 489, 220, 605, 8, 284, 220, 843, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 + 5) - (5 + 10) = 32<｜Assistant｜><think>
"
(2 + 37) * (2 + 11) = 508,False,"[128000, 128011, 7, 17, 489, 220, 1806, 8, 353, 320, 17, 489, 220, 806, 8, 284, 220, 19869, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 + 37) * (2 + 11) = 508<｜Assistant｜><think>
"
(40 * 5) + (17 + 1) = 213,False,"[128000, 128011, 7, 1272, 353, 220, 20, 8, 489, 320, 1114, 489, 220, 16, 8, 284, 220, 11702, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 * 5) + (17 + 1) = 213<｜Assistant｜><think>
"
(4 * 14) - (11 - 6) = 47,False,"[128000, 128011, 7, 19, 353, 220, 975, 8, 482, 320, 806, 482, 220, 21, 8, 284, 220, 2618, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 * 14) - (11 - 6) = 47<｜Assistant｜><think>
"
(31 - 11) + (3 + 20) = 46,False,"[128000, 128011, 7, 2148, 482, 220, 806, 8, 489, 320, 18, 489, 220, 508, 8, 284, 220, 2790, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 - 11) + (3 + 20) = 46<｜Assistant｜><think>
"
(12 * 18) + (10 - 13) = 210,False,"[128000, 128011, 7, 717, 353, 220, 972, 8, 489, 320, 605, 482, 220, 1032, 8, 284, 220, 8848, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 * 18) + (10 - 13) = 210<｜Assistant｜><think>
"
(14 * 22) - (11 * 15) = 143,True,"[128000, 128011, 7, 975, 353, 220, 1313, 8, 482, 320, 806, 353, 220, 868, 8, 284, 220, 10290, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 * 22) - (11 * 15) = 143<｜Assistant｜><think>
"
(5 - 36) - (14 * 13) = -213,True,"[128000, 128011, 7, 20, 482, 220, 1927, 8, 482, 320, 975, 353, 220, 1032, 8, 284, 482, 11702, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 36) - (14 * 13) = -213<｜Assistant｜><think>
"
(35 + 7) + (16 * 15) = 282,True,"[128000, 128011, 7, 1758, 489, 220, 22, 8, 489, 320, 845, 353, 220, 868, 8, 284, 220, 16544, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 + 7) + (16 * 15) = 282<｜Assistant｜><think>
"
(10 * 30) - (1 + 6) = 293,True,"[128000, 128011, 7, 605, 353, 220, 966, 8, 482, 320, 16, 489, 220, 21, 8, 284, 220, 17313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 * 30) - (1 + 6) = 293<｜Assistant｜><think>
"
(39 + 25) + (20 * 15) = 359,False,"[128000, 128011, 7, 2137, 489, 220, 914, 8, 489, 320, 508, 353, 220, 868, 8, 284, 220, 19192, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 + 25) + (20 * 15) = 359<｜Assistant｜><think>
"
(31 + 16) - (12 * 18) = -169,True,"[128000, 128011, 7, 2148, 489, 220, 845, 8, 482, 320, 717, 353, 220, 972, 8, 284, 482, 11739, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 + 16) - (12 * 18) = -169<｜Assistant｜><think>
"
