statement,label,stmt1_id,stmt2_id
It is the case both that The city of Ziyang is in Iraq. and that The city of Zagreb is in Croatia..,0,650,835
It is the case both that The city of Anshan is in China. and that The city of Teni is in India..,1,269,1131
It is the case both that The city of Yaounde is in Cameroon. and that The city of Abuja is in Nigeria..,1,104,439
It is the case both that The city of Balbala is in Djibouti. and that The city of Gold Coast is in Australia..,1,1147,108
It is the case both that The city of New Kingston is in Jamaica. and that The city of Dnipro is in Ukraine..,1,908,261
It is the case both that The city of Hanzhong is in China. and that The city of Shangrao is in China..,1,813,706
It is the case both that The city of Baise is in Angola. and that The city of Qinzhou is in the Democratic Republic of the Congo..,0,85,46
It is the case both that The city of Okara is in Pakistan. and that The city of Ra's Bayrut is in Ghana..,0,966,162
It is the case both that The city of Shizuoka is in India. and that The city of Krakow is in China..,0,521,1142
It is the case both that The city of Koeln is in Kyrgyzstan. and that The city of Pelentong is in Malaysia..,0,85,138
It is the case both that The city of Laiwu is in China. and that The city of Palembang is in Russia..,0,1098,1016
It is the case both that The city of Petaling Jaya is in Malaysia. and that The city of Guwahati is in India..,1,471,874
It is the case both that The city of Khartoum North is in India. and that The city of Huaibei is in Japan..,0,583,497
It is the case both that The city of Penza is in Colombia. and that The city of Tianshui is in Turkey..,0,394,363
It is the case both that The city of Thane is in Bangladesh. and that The city of Nagpur is in Bangladesh..,0,252,516
It is the case both that The city of Amravati is in India. and that The city of Guli is in China..,1,838,369
It is the case both that The city of Jakarta is in Indonesia. and that The city of Dombivali is in India..,1,552,836
It is the case both that The city of Muzaffarabad is in Pakistan. and that The city of Davao is in the Philippines..,1,177,481
It is the case both that The city of Zhu Cheng City is in Japan. and that The city of Zhangjiakou is in Colombia..,0,480,692
It is the case both that The city of Wuzhou is in China. and that The city of Barranquilla is in Mexico..,0,79,933
It is the case both that The city of Tonghua is in China. and that The city of Langfang is in Angola..,0,14,815
It is the case both that The city of Kaifeng is in China. and that The city of Konya is in Turkey..,1,221,46
It is the case both that The city of Pikine is in Senegal. and that The city of Yangon is in Turkey..,0,504,209
It is the case both that The city of Ananindeua is in Iran. and that The city of Kota Kinabalu is in India..,0,285,356
It is the case both that The city of Aracaju is in the United States. and that The city of Munich is in Syria..,0,830,712
It is the case both that The city of Mazar-e Sharif is in India. and that The city of Thu GJuc is in India..,0,375,697
It is the case both that The city of Khartoum is in Sudan. and that The city of Tlalpan is in Mexico..,1,250,27
It is the case both that The city of Zhongwei is in China. and that The city of Zhu Cheng City is in China..,1,276,35
It is the case both that The city of Culiacan is in Mexico. and that The city of Gurugram is in India..,1,624,203
It is the case both that The city of Shantou is in China. and that The city of Marseille is in France..,1,181,218
It is the case both that The city of Karaj is in Iran. and that The city of Eskisehir is in Turkey..,1,765,408
It is the case both that The city of Karbala is in Iraq. and that The city of Cuiaba is in Brazil..,1,293,1144
It is the case both that The city of Barquisimeto is in Russia. and that The city of Hwaseong-si is in South Korea..,0,506,332
It is the case both that The city of Shah Alam is in Mexico. and that The city of New South Memphis is in the United States..,0,277,188
It is the case both that The city of Gujrat is in Pakistan. and that The city of Astana is in Kazakhstan..,1,107,93
It is the case both that The city of Bogor is in Indonesia. and that The city of Banjarmasin is in Indonesia..,1,260,1021
It is the case both that The city of Ilorin is in Nigeria. and that The city of Gazipur is in India..,0,590,213
It is the case both that The city of Addis Ababa is in Ethiopia. and that The city of Lodz is in Poland..,1,410,411
It is the case both that The city of Virar is in India. and that The city of Lodz is in Poland..,1,395,411
It is the case both that The city of Xianning is in China. and that The city of Hubballi is in India..,1,334,372
It is the case both that The city of Chiclayo is in Peru. and that The city of Sadr City is in Iraq..,1,957,345
It is the case both that The city of Kota Kinabalu is in Malaysia. and that The city of Kuecuekcekmece is in Turkey..,1,44,346
It is the case both that The city of Zhaoqing is in China. and that The city of Bujumbura is in Burundi..,1,909,352
It is the case both that The city of Guang'an is in China. and that The city of Malingao is in the Philippines..,1,882,205
It is the case both that The city of Penza is in Russia. and that The city of Kananga is in the Democratic Republic of the Congo..,1,303,186
It is the case both that The city of Tolyatti is in Russia. and that The city of Zhuzhou is in China..,1,495,348
It is the case both that The city of Ndola is in Zambia. and that The city of Aden is in Yemen..,1,858,958
It is the case both that The city of Maputo is in Mozambique. and that The city of Aqsu is in Russia..,0,829,879
It is the case both that The city of Sao Bernardo do Campo is in Nigeria. and that The city of Hengyang is in the Philippines..,0,886,680
It is the case both that The city of Dushanbe is in Tajikistan. and that The city of Tucson is in the United States..,1,167,447
It is the case both that The city of Jinzhong is in China. and that The city of Varanasi is in India..,1,2,184
It is the case both that The city of Taiz is in Yemen. and that The city of Tianjin is in China..,1,857,498
It is the case both that The city of Barranquilla is in Colombia. and that The city of Managua is in China..,0,166,930
It is the case both that The city of Bandar Lampung is in Vietnam. and that The city of Hegang is in Kyrgyzstan..,0,238,392
It is the case both that The city of Ciudad Nezahualcoyotl is in Mexico. and that The city of Coyoacan is in Mexico..,1,358,9
It is the case both that The city of Thane is in Bangladesh. and that The city of Zhaoqing is in China..,0,252,909
It is the case both that The city of Matola is in Mozambique. and that The city of Luancheng is in China..,1,332,405
It is the case both that The city of Dammam is in Pakistan. and that The city of Benguela is in Angola..,0,216,649
It is the case both that The city of Xuancheng is in China. and that The city of Bahawalpur is in Myanmar..,0,325,312
It is the case both that The city of Ribeirao Preto is in Vietnam. and that The city of Semarang is in Malaysia..,0,415,115
It is the case both that The city of Katsina is in Nigeria. and that The city of Ludhiana is in China..,0,262,285
It is the case both that The city of Mbeya is in Burundi. and that The city of Baku is in Azerbaijan..,0,312,457
It is the case both that The city of Okara is in China. and that The city of Kermanshah is in Malaysia..,0,45,1075
It is the case both that The city of Jhang Sadr is in Pakistan. and that The city of Thiruvananthapuram is in India..,1,3,927
It is the case both that The city of Thane is in India. and that The city of Bucaramanga is in Turkey..,0,859,461
It is the case both that The city of Tshikapa is in South Korea. and that The city of Bannu is in Senegal..,0,523,257
It is the case both that The city of Mukalla is in Yemen. and that The city of Al Hudaydah is in Yemen..,1,1159,655
It is the case both that The city of Kikwit is in the Democratic Republic of the Congo. and that The city of Ajmer is in Japan..,0,114,622
It is the case both that The city of Malang is in Indonesia. and that The city of Madurai is in India..,1,573,962
It is the case both that The city of Yangpu is in India. and that The city of Taiz is in Nigeria..,0,1154,1006
It is the case both that The city of Basrah is in Iraq. and that The city of New York City is in the United States..,1,700,734
It is the case both that The city of Bhubaneswar is in India. and that The city of Tehran is in Iran..,1,378,78
It is the case both that The city of Kolkata is in India. and that The city of Peshawar is in Pakistan..,1,804,672
It is the case both that The city of Qingdao is in China. and that The city of Shekhupura is in Pakistan..,1,155,730
It is the case both that The city of Guayaquil is in Bangladesh. and that The city of Taicang is in Nigeria..,0,1146,71
It is the case both that The city of Barnaul is in Russia. and that The city of Tyumen is in Russia..,1,199,137
It is the case both that The city of Guangyuan is in Indonesia. and that The city of Gustavo Adolfo Madero is in Mexico..,0,713,1175
It is the case both that The city of Saint Petersburg is in India. and that The city of Katsina is in Nigeria..,0,786,262
It is the case both that The city of Wuzhong is in China. and that The city of Petaling Jaya is in Malaysia..,1,421,471
It is the case both that The city of Can Tho is in Vietnam. and that The city of Contagem is in China..,0,214,486
It is the case both that The city of Huludao is in China. and that The city of Ciudad Juarez is in Mexico..,1,932,350
It is the case both that The city of Lubumbashi is in Mexico. and that The city of Incheon is in South Korea..,0,1121,605
It is the case both that The city of Rajkot is in India. and that The city of Balikpapan is in Indonesia..,1,990,1048
It is the case both that The city of Kota Kuala Muda is in Malaysia. and that The city of Tanggu is in Turkey..,0,92,26
It is the case both that The city of Jamshedpur is in Russia. and that The city of Serang is in Indonesia..,0,116,29
It is the case both that The city of Chengdu is in China. and that The city of Shizuishan is in Iran..,0,180,736
It is the case both that The city of Ulanqab is in Pakistan. and that The city of Langfang is in Angola..,0,607,815
It is the case both that The city of Yunfu is in China. and that The city of Hannover is in Germany..,1,359,347
It is the case both that The city of Bhavnagar is in China. and that The city of Chenzhou is in Ukraine..,0,722,25
It is the case both that The city of Bukavu is in the Democratic Republic of the Congo. and that The city of Shah Alam is in Malaysia..,1,667,539
It is the case both that The city of Ra's Bayrut is in Ghana. and that The city of Iskandar Puteri is in Gabon..,0,162,299
It is the case both that The city of Kozhikode is in Yemen. and that The city of Bauchi is in India..,0,88,808
It is the case both that The city of Nanning is in China. and that The city of Suginami is in Japan..,1,298,11
It is the case both that The city of Taguig is in the Philippines. and that The city of Brasilia is in Brazil..,1,53,168
It is the case both that The city of Rostov-on-Don is in China. and that The city of Kagoshima is in Japan..,0,1103,486
It is the case both that The city of Guatemala City is in Guatemala. and that The city of Qiqihar is in China..,1,771,776
It is the case both that The city of Aden is in Yemen. and that The city of Rajshahi is in Bangladesh..,1,958,832
It is the case both that The city of Benoni is in South Africa. and that The city of Zhanjiang is in China..,1,421,1042
It is the case both that The city of Denpasar is in Indonesia. and that The city of Zhongwei is in China..,1,174,276
It is the case both that The city of Chengdu is in China. and that The city of Zhumadian is in China..,1,180,973
It is the case both that The city of Kuantan is in Malaysia. and that The city of Belford Roxo is in Brazil..,1,485,999
It is the case both that The city of Cucuta is in Colombia. and that The city of Jiangyin is in China..,1,748,935
It is the case both that The city of Sorocaba is in Brazil. and that The city of Guang'an is in China..,1,1077,882
It is the case both that The city of Yingkou is in China. and that The city of Suizhou is in China..,1,203,665
It is the case both that The city of Abobo is in Saudi Arabia. and that The city of Teresina is in South Korea..,0,108,76
It is the case both that The city of Tiruchirappalli is in India. and that The city of Coimbatore is in India..,1,403,509
It is the case both that The city of Ya'an is in China. and that The city of Jiaozhou is in China..,1,23,494
It is the case both that The city of Aktobe is in Kazakhstan. and that The city of Huainan is in India..,0,1051,339
It is the case both that The city of Puducherry is in China. and that The city of Shaoxing is in China..,0,353,249
It is the case both that The city of Asansol is in India. and that The city of Ibadan is in Nigeria..,1,382,365
It is the case both that The city of Conakry is in Sudan. and that The city of Yangpu is in India..,0,422,1154
It is the case both that The city of Camama is in Russia. and that The city of Sevastopol is in Brazil..,0,513,742
It is the case both that The city of Soweto is in South Africa. and that The city of Khabarovsk is in Russia..,1,458,172
It is the case both that The city of Subang Jaya is in Germany. and that The city of Tijuana is in Mexico..,0,243,978
It is the case both that The city of Tanggu is in Turkey. and that The city of Iztapalapa is in Malaysia..,0,26,1119
It is the case both that The city of Calumbo is in Brazil. and that The city of Sofia is in China..,0,163,448
It is the case both that The city of Tiruppur is in Russia. and that The city of Bucheon-si is in Uzbekistan..,0,501,390
It is the case both that The city of Al Hudaydah is in Yemen. and that The city of Mississauga is in Canada..,1,655,537
It is the case both that The city of Golfe is in Togo. and that The city of Rasapudipalem is in Cambodia..,0,1134,453
It is the case both that The city of Cuautitlan Izcalli is in Turkey. and that The city of Vijayawada is in Turkey..,0,1049,83
It is the case both that The city of Zhaoqing is in China. and that The city of Kathmandu is in Nepal..,1,909,1028
It is the case both that The city of Yibin is in China. and that The city of Erode is in Guinea..,0,779,508
It is the case both that The city of Mbuji-Mayi is in the Democratic Republic of the Congo. and that The city of Abidjan is in Côte d'Ivoire..,1,93,768
It is the case both that The city of Qujing is in Turkey. and that The city of Khulna is in Bangladesh..,0,358,75
It is the case both that The city of Erbil is in Iraq. and that The city of Kalininskiy is in Russia..,1,726,478
It is the case both that The city of Yaounde is in Cameroon. and that The city of Hegang is in China..,1,104,643
It is the case both that The city of Kermanshah is in Iran. and that The city of Zhuzhou is in the United States..,0,209,354
It is the case both that The city of Pallabi is in Bangladesh. and that The city of Mukalla is in Indonesia..,0,1020,871
It is the case both that The city of Shaoguan is in China. and that The city of Batam is in Vietnam..,0,567,100
It is the case both that The city of Nansana is in Uganda. and that The city of Tashkent is in Ukraine..,0,387,634
It is the case both that The city of Yangon is in Myanmar. and that The city of Bucaramanga is in Colombia..,1,116,670
It is the case both that The city of Qom is in China. and that The city of Calgary is in Canada..,0,167,885
It is the case both that The city of Kalyan is in India. and that The city of Weinan is in China..,1,1054,42
It is the case both that The city of Quito is in Ecuador. and that The city of Maputo is in Mozambique..,1,591,829
It is the case both that The city of Narela is in India. and that The city of Dar es Salaam is in Tanzania..,1,301,666
It is the case both that The city of Chuxiong is in China. and that The city of Sokoto is in Nigeria..,1,950,128
It is the case both that The city of Kuecuekcekmece is in Turkey. and that The city of Oklahoma City is in the United States..,1,346,884
It is the case both that The city of Jinan is in China. and that The city of Shanghai is in China..,1,231,916
It is the case both that The city of Suining is in China. and that The city of Al Fayyum is in Egypt..,1,148,833
It is the case both that The city of Yichang is in China. and that The city of Assiut is in Egypt..,1,171,758
It is the case both that The city of Sorocaba is in Brazil. and that The city of Ya'an is in China..,1,1077,23
It is the case both that The city of Vinh is in Vietnam. and that The city of Zhaotong is in India..,0,629,707
It is the case both that The city of Xiamen is in China. and that The city of Bukavu is in the Democratic Republic of the Congo..,1,423,667
It is the case both that The city of Perm is in Russia. and that The city of Narela is in India..,1,703,301
It is the case both that The city of Kananga is in the Democratic Republic of the Congo. and that The city of Krasnodar is in Russia..,1,186,410
It is the case both that The city of Pimpri-Chinchwad is in India. and that The city of Zhoushan is in China..,1,440,574
It is the case both that The city of Ebute Ikorodu is in Nigeria. and that The city of Ryazan' is in Russia..,1,386,123
It is the case both that The city of Duque de Caxias is in China. and that The city of Malacca is in China..,0,780,995
It is the case both that The city of Pimpri is in India. and that The city of Jalandhar is in India..,1,698,939
It is the case both that The city of Kigali is in India. and that The city of Shenyang is in Malaysia..,0,714,872
It is the case both that The city of Ciudad Juarez is in Japan. and that The city of Huangshi is in China..,0,636,87
It is the case both that The city of Tangerang is in Indonesia. and that The city of Pasig City is in the Philippines..,1,202,578
It is the case both that The city of Moradabad is in India. and that The city of Tlalpan is in Saudi Arabia..,0,1186,283
It is the case both that The city of Dnipro is in Turkey. and that The city of Pest is in India..,0,430,811
It is the case both that The city of Tonghua is in China. and that The city of Malingao is in the Philippines..,1,14,205
It is the case both that The city of Cangzhou is in China. and that The city of Chizhou is in China..,1,1158,279
It is the case both that The city of San Pedro Sula is in Côte d'Ivoire. and that The city of Callao is in Peru..,0,409,507
It is the case both that The city of Zhanjiang is in China. and that The city of Laibin is in China..,1,1042,763
It is the case both that The city of Asansol is in China. and that The city of Sukkur is in the Philippines..,0,266,201
It is the case both that The city of Owerri is in Japan. and that The city of Ujjain is in India..,0,194,21
It is the case both that The city of Xiangtan is in China. and that The city of Zigong is in China..,1,17,608
It is the case both that The city of Hoji ya Henda is in Angola. and that The city of Ulanqab is in China..,1,296,119
It is the case both that The city of Wuzhong is in China. and that The city of Santiago de los Caballeros is in the Dominican Republic..,1,421,452
It is the case both that The city of Jinan is in India. and that The city of Aparecida de Goiania is in Brazil..,0,147,206
It is the case both that The city of Pudong is in China. and that The city of Shangyu is in China..,1,214,524
It is the case both that The city of Ryazan' is in Russia. and that The city of Lviv is in Ukraine..,1,123,912
It is the case both that The city of Abidjan is in Brazil. and that The city of Langfang is in Angola..,0,1012,815
It is the case both that The city of Chattogram is in Djibouti. and that The city of Qingdao is in China..,0,1106,155
It is the case both that The city of Borivli is in India. and that The city of Tiruppur is in Russia..,0,659,501
It is the case both that The city of Almaty is in Turkey. and that The city of Kampala is in Malaysia..,0,13,189
It is the case both that The city of Kota Bharu is in China. and that The city of Sagamihara is in Japan..,0,274,273
It is the case both that The city of Karaj is in Iran. and that The city of Jakarta is in Indonesia..,1,765,552
It is the case both that The city of Quebec is in Canada. and that The city of Qiqihar is in China..,1,1141,776
It is the case both that The city of Gold Coast is in Angola. and that The city of Oklahoma City is in Russia..,0,675,111
It is the case both that The city of Hue is in Vietnam. and that The city of Port Harcourt is in Nigeria..,1,244,342
It is the case both that The city of Zhaotong is in China. and that The city of Islamabad is in Pakistan..,1,53,158
It is the case both that The city of Zhumadian is in China. and that The city of Jabalpur is in India..,1,973,510
It is the case both that The city of Pekanbaru is in Indonesia. and that The city of Mexicali is in Mexico..,1,211,503
It is the case both that The city of Zhongwei is in China. and that The city of Budta is in the Philippines..,1,276,463
It is the case both that The city of Maiduguri is in China. and that The city of Meerut is in India..,0,473,91
It is the case both that The city of Yaounde is in China. and that The city of Reynosa is in China..,0,443,282
It is the case both that The city of Najran is in Saudi Arabia. and that The city of Qingdao is in China..,1,156,155
It is the case both that The city of Culiacan is in Mexico. and that The city of Warangal is in India..,1,624,806
It is the case both that The city of Changchun is in Pakistan. and that The city of Kakamega is in Kenya..,0,212,130
It is the case both that The city of Aleppo is in Turkey. and that The city of Macapa is in Iraq..,0,90,688
It is the case both that The city of Chizhou is in China. and that The city of Pyongyang is in North Korea..,1,279,49
It is the case both that The city of Frankfurt am Main is in China. and that The city of Sanmenxia is in India..,0,390,197
It is the case both that The city of Duesseldorf is in Germany. and that The city of Maiduguri is in China..,0,491,473
It is the case both that The city of Seongnam-si is in South Korea. and that The city of Siliguri is in India..,1,356,281
It is the case both that The city of Omdurman is in Sudan. and that The city of Kinshasa is in the Democratic Republic of the Congo..,1,1168,848
It is the case both that The city of Hanzhong is in Nigeria. and that The city of Jaboatao dos Guararapes is in Brazil..,0,273,671
It is the case both that The city of Navi Mumbai is in India. and that The city of Zhongwei is in China..,1,63,276
It is the case both that The city of Yinchuan is in France. and that The city of Bengbu is in China..,0,1033,112
It is the case both that The city of Oklahoma City is in the United States. and that The city of Belford Roxo is in Brazil..,1,884,999
It is the case both that The city of Al Mawsil al Jadidah is in Iraq. and that The city of Pimpri is in India..,1,960,698
It is the case both that The city of Gazipur is in Bangladesh. and that The city of Ecatepec de Morelos is in Mexico..,1,5,907
It is the case both that The city of Xuhui is in India. and that The city of Weihai is in Tajikistan..,0,436,757
It is the case both that The city of Ahvaz is in Iran. and that The city of Calumbo is in Brazil..,0,183,163
It is the case both that The city of Brasilia is in Brazil. and that The city of Heze is in China..,1,168,74
It is the case both that The city of Aqsu is in China. and that The city of Port Said is in Egypt..,1,307,850
It is the case both that The city of Ouagadougou is in Burkina Faso. and that The city of Ciudad Guayana is in Venezuela..,1,1082,113
It is the case both that The city of Vladivostok is in Russia. and that The city of Samarinda is in Indonesia..,1,470,1125
It is the case both that The city of Homyel' is in Belarus. and that The city of Hubballi is in Angola..,0,589,627
It is the case both that The city of Lubumbashi is in Mexico. and that The city of Hongkou is in Morocco..,0,1121,1149
It is the case both that The city of Baoji is in China. and that The city of Thiruvananthapuram is in India..,1,437,927
It is the case both that The city of Dar es Salaam is in Tanzania. and that The city of Nasiriyah is in Iraq..,1,666,107
It is the case both that The city of Kaifeng is in China. and that The city of Shizuoka is in Japan..,1,221,430
It is the case both that The city of Cebu City is in the Philippines. and that The city of Najafgarh is in India..,1,313,482
It is the case both that The city of The Bronx is in the United States. and that The city of Milwaukee is in the United States..,1,259,789
It is the case both that The city of Linyi is in Mexico. and that The city of Baoji is in China..,0,647,437
It is the case both that The city of Bucharest is in Romania. and that The city of Bhiwandi is in India..,1,109,317
It is the case both that The city of Astrakhan is in Nigeria. and that The city of Baotou is in China..,0,268,0
It is the case both that The city of Kryvyy Rih is in China. and that The city of Hezhou is in China..,0,474,99
It is the case both that The city of Milwaukee is in Brazil. and that The city of Uberlandia is in Uzbekistan..,0,1137,1172
It is the case both that The city of Santo Domingo Oeste is in the Dominican Republic. and that The city of Esenyurt is in Jordan..,0,54,19
It is the case both that The city of Qingdao is in China. and that The city of Guli is in Brazil..,0,155,1179
It is the case both that The city of Eskisehir is in Mauritania. and that The city of Qui Nhon is in Vietnam..,0,1,81
It is the case both that The city of Chengdu is in China. and that The city of Teni is in Côte d'Ivoire..,0,180,102
It is the case both that The city of San Miguel de Tucuman is in China. and that The city of Jiujiang is in China..,0,544,800
It is the case both that The city of Yangpu is in China. and that The city of Puente Alto is in Chile..,1,1180,406
It is the case both that The city of Chennai is in India. and that The city of Volgograd is in Russia..,1,74,279
It is the case both that The city of Maturin is in Venezuela. and that The city of Katsina is in South Korea..,0,204,1086
It is the case both that The city of Vadodara is in India. and that The city of Sungai Petani is in Malaysia..,1,821,389
It is the case both that The city of Teni is in India. and that The city of Guangzhou is in China..,1,1131,227
It is the case both that The city of Suginami is in Japan. and that The city of Cangzhou is in China..,1,11,1158
It is the case both that The city of Al Basrah al Qadimah is in China. and that The city of Pretoria is in Egypt..,0,114,952
It is the case both that The city of Utsunomiya is in Canada. and that The city of Dnipro is in Turkey..,0,78,430
It is the case both that The city of Bareilly is in India. and that The city of Paranaque City is in the Philippines..,1,474,737
It is the case both that The city of Hohhot is in China. and that The city of Pontianak is in Indonesia..,1,770,468
It is the case both that The city of Yaounde is in Cameroon. and that The city of Binh Thanh is in Vietnam..,1,104,190
It is the case both that The city of Golfe is in Angola. and that The city of Bien Hoa is in Vietnam..,1,645,135
It is the case both that The city of Bauchi is in Nigeria. and that The city of Wanzhou is in China..,1,316,124
It is the case both that The city of Nanchong is in China. and that The city of Taicang is in China..,1,772,274
It is the case both that The city of Gold Coast is in Angola. and that The city of Yichang is in China..,0,675,171
It is the case both that The city of Siping is in China. and that The city of Agadir is in Morocco..,1,431,145
It is the case both that The city of Hiroshima is in Japan. and that The city of Andijon is in Uzbekistan..,1,944,207
It is the case both that The city of Lilongwe is in Malawi. and that The city of Sanming is in Colombia..,0,80,265
It is the case both that The city of Muzaffarabad is in India. and that The city of Amravati is in the Democratic Republic of the Congo..,0,69,349
It is the case both that The city of Homs is in Syria. and that The city of Visakhapatnam is in India..,1,522,248
It is the case both that The city of Bucharest is in Romania. and that The city of New South Memphis is in South Korea..,0,109,37
It is the case both that The city of Bhopal is in India. and that The city of Palembang is in Indonesia..,1,229,163
It is the case both that The city of Likasi is in the Democratic Republic of the Congo. and that The city of Wuwei is in China..,1,764,151
It is the case both that The city of Gujranwala is in Japan. and that The city of Nansana is in Uganda..,0,392,387
It is the case both that The city of Incheon is in China. and that The city of Kaduna is in India..,0,844,287
It is the case both that The city of Culiacan is in Mexico. and that The city of Abuja is in China..,0,624,156
It is the case both that The city of Lahore is in Pakistan. and that The city of Kanpur is in India..,1,386,913
It is the case both that The city of Ibadan is in Nigeria. and that The city of Carrefour is in Haiti..,1,365,351
It is the case both that The city of Mississauga is in Canada. and that The city of Ibadan is in India..,0,537,1010
It is the case both that The city of Muscat is in Oman. and that The city of Naucalpan de Juarez is in Mexico..,1,246,271
It is the case both that The city of Nakuru is in Kenya. and that The city of Changwon is in South Korea..,1,121,862
It is the case both that The city of Teresina is in Brazil. and that The city of Xiaogan is in China..,1,195,267
It is the case both that The city of Golfe is in Angola. and that The city of Vilnius is in Ukraine..,0,645,576
It is the case both that The city of Batam is in Indonesia. and that The city of Suez is in Egypt..,1,1005,39
It is the case both that The city of Kalaburagi is in India. and that The city of Zhangjiagang is in China..,1,200,407
It is the case both that The city of Jamnagar is in India. and that The city of Sapporo is in Japan..,1,120,961
It is the case both that The city of Haiphong is in Vietnam. and that The city of Andijon is in Uzbekistan..,1,1065,207
It is the case both that The city of Weinan is in China. and that The city of Denpasar is in Indonesia..,1,42,174
It is the case both that The city of Sangli is in India. and that The city of Kanpur is in India..,1,323,913
It is the case both that The city of Karbala is in Iraq. and that The city of Guwahati is in China..,0,293,313
It is the case both that The city of Maracaibo is in Venezuela. and that The city of Qujing is in China..,1,375,883
It is the case both that The city of Longyan is in Thailand. and that The city of Maputo is in Mozambique..,0,220,829
It is the case both that The city of Kitwe is in Malaysia. and that The city of Agege is in Japan..,0,129,400
It is the case both that The city of Qinzhou is in China. and that The city of Borama is in Somalia..,1,517,377
It is the case both that The city of Al Mawsil al Jadidah is in the United States. and that The city of Maoming is in China..,0,270,479
It is the case both that The city of Akure is in Nigeria. and that The city of Kolhapur is in India..,1,454,609
It is the case both that The city of Sukkur is in the Philippines. and that The city of Dnipro is in Ukraine..,0,201,261
It is the case both that The city of Xining is in India. and that The city of Mysuru is in China..,0,1162,1153
It is the case both that The city of Diyarbakir is in Turkey. and that The city of Adana is in Turkey..,1,1032,1193
It is the case both that The city of Sevastopol is in Brazil. and that The city of Zhumadian is in China..,0,742,973
It is the case both that The city of Mulenvos is in Mexico. and that The city of Makkah is in Saudi Arabia..,0,240,391
It is the case both that The city of Benoni is in South Africa. and that The city of Malacca is in Malaysia..,1,421,255
It is the case both that The city of Mississauga is in Canada. and that The city of Nizhniy Novgorod is in the Democratic Republic of the Congo..,0,537,1188
It is the case both that The city of Korla is in the United States. and that The city of Izmir is in Indonesia..,0,432,13
It is the case both that The city of Battagram is in Indonesia. and that The city of Foshan is in South Africa..,0,427,342
It is the case both that The city of Al Mahallah al Kubra is in Egypt. and that The city of Aktobe is in Kazakhstan..,1,947,1051
It is the case both that The city of Situbondo is in Indonesia. and that The city of Ulyanovsk is in Russia..,1,1058,654
It is the case both that The city of Langfang is in China. and that The city of Bukavu is in China..,0,1136,449
It is the case both that The city of Baotou is in Iran. and that The city of Penza is in Colombia..,0,144,394
It is the case both that The city of Indore is in Myanmar. and that The city of Harare is in Zimbabwe..,0,628,24
It is the case both that The city of Ra's Bayrut is in Lebanon. and that The city of Homs is in Syria..,1,1035,522
It is the case both that The city of Cuttack is in India. and that The city of Anyang-si is in South Korea..,1,468,140
It is the case both that The city of Ningbo is in China. and that The city of Gazipur is in Bangladesh..,1,488,5
It is the case both that The city of Salta is in Argentina. and that The city of Tlalpan is in Saudi Arabia..,0,934,283
It is the case both that The city of Owerri is in Japan. and that The city of Reynosa is in Mexico..,0,194,311
It is the case both that The city of Tangerang is in Indonesia. and that The city of Kaduna is in Nigeria..,1,202,810
It is the case both that The city of Borivli is in India. and that The city of Beira is in Mozambique..,1,659,1090
It is the case both that The city of Adachi is in Japan. and that The city of Rasapudipalem is in Cambodia..,0,582,453
It is the case both that The city of Golfe is in Togo. and that The city of Borama is in Somalia..,0,1134,377
It is the case both that The city of Sao Bernardo do Campo is in Brazil. and that The city of Zhaoqing is in China..,1,149,909
It is the case both that The city of Wroclaw is in China. and that The city of Antananarivo is in Egypt..,0,350,96
It is the case both that The city of Pietermaritzburg is in South Africa. and that The city of Frankfurt am Main is in Germany..,1,639,816
It is the case both that The city of Makkah is in Saudi Arabia. and that The city of Quezon City is in the Philippines..,1,391,65
It is the case both that The city of Guwahati is in India. and that The city of Jinzhong is in Russia..,0,874,246
It is the case both that The city of Ashgabat is in Turkmenistan. and that The city of Abu Dhabi is in the Dominican Republic..,0,366,920
It is the case both that The city of Andijon is in Uzbekistan. and that The city of Benxi is in Peru..,0,207,288
It is the case both that The city of Antalya is in Kazakhstan. and that The city of Edogawe is in Japan..,0,152,1184
It is the case both that The city of Ulyanovsk is in Russia. and that The city of Zhaotong is in China..,1,654,53
It is the case both that The city of Davao is in the Philippines. and that The city of Zhu Cheng City is in Japan..,0,481,480
It is the case both that The city of Kagoshima is in Ecuador. and that The city of Erbil is in China..,0,278,416
It is the case both that The city of Ajegunle is in Nigeria. and that The city of Isfahan is in Iran..,1,345,131
It is the case both that The city of Changwon is in South Korea. and that The city of Agadir is in Kenya..,0,862,1068
It is the case both that The city of Ansan-si is in Afghanistan. and that The city of Budapest is in Hungary..,0,451,1073
It is the case both that The city of Saint Petersburg is in India. and that The city of Al Mawsil al Jadidah is in the United States..,0,786,270
It is the case both that The city of Kemerovo is in Russia. and that The city of Maiduguri is in Nigeria..,1,6,1092
It is the case both that The city of Santiago de los Caballeros is in the Dominican Republic. and that The city of Arequipa is in Peru..,1,452,444
It is the case both that The city of Zhuzhou is in the United States. and that The city of Teni is in India..,0,354,1131
It is the case both that The city of Suginami is in Japan. and that The city of Ouagadougou is in Burkina Faso..,1,11,1082
It is the case both that The city of Niteroi is in Brazil. and that The city of Virar is in India..,1,326,395
It is the case both that The city of Mosul is in Iraq. and that The city of Enugu is in Nigeria..,1,376,44
It is the case both that The city of Gustavo Adolfo Madero is in Mexico. and that The city of Khulna is in China..,0,1175,242
