statement,label,country,cities,stated_k,actual_k
"Exactly 2 of the following cities are in Hungary: Pest, Santiago de Queretaro.",0,Hungary,"('Pest', 'Santiago de Queretaro')",2,1
"Exactly 2 of the following cities are in Kiribati: Bokaro, Cagayan de Oro.",0,Kiribati,"('Bokaro', 'Cagayan de Oro')",2,0
"Exactly 1 of the following cities are in Tuvalu: Krasnoyarsk, Lusaka.",0,Tuvalu,"('Krasnoyarsk', 'Lusaka')",1,0
"Exactly 2 of the following cities are in Yemen: Taiz, Aden.",1,Yemen,"('Aden', 'Taiz')",2,2
"Exactly 0 of the following cities are in Somalia: Borama, Mogadishu.",0,Somalia,"('Borama', 'Mogadishu')",0,2
"Exactly 1 of the following cities are in Jamaica: Qom, Maracaibo.",0,Jamaica,"('Maracaibo', 'Qom')",1,0
"Exactly 2 of the following cities are in China: Beijing, Taicang.",1,China,"('Beijing', 'Taicang')",2,2
"Exactly 2 of the following cities are in Iran: Arak, Kermanshah.",1,Iran,"('Arak', 'Kermanshah')",2,2
"Exactly 0 of the following cities are in Moldova: Londrina, Chisinau.",0,Moldova,"('Chisinau', 'Londrina')",0,1
"Exactly 0 of the following cities are in Luxembourg: Dodoma, Eskisehir.",1,Luxembourg,"('Dodoma', 'Eskisehir')",0,0
"Exactly 2 of the following cities are in Spain: Nansana, Isfahan.",0,Spain,"('Isfahan', 'Nansana')",2,0
"Exactly 1 of the following cities are in Chile: Luancheng, Qinhuangdao.",0,Chile,"('Luancheng', 'Qinhuangdao')",1,0
"Exactly 1 of the following cities are in Romania: Tshikapa, Frankfurt am Main.",0,Romania,"('Frankfurt am Main', 'Tshikapa')",1,0
"Exactly 1 of the following cities are in Pakistan: Indianapolis, Pietermaritzburg.",0,Pakistan,"('Indianapolis', 'Pietermaritzburg')",1,0
"Exactly 1 of the following cities are in Cameroon: Douala, Luancheng.",1,Cameroon,"('Douala', 'Luancheng')",1,1
"Exactly 0 of the following cities are in Brazil: Porto Velho, Sao Jose dos Campos.",0,Brazil,"('Porto Velho', 'Sao Jose dos Campos')",0,2
"Exactly 1 of the following cities are in Norway: Kalininskiy, Oslo.",1,Norway,"('Kalininskiy', 'Oslo')",1,1
"Exactly 2 of the following cities are in Japan: Kobe, Utsunomiya.",1,Japan,"('Kobe', 'Utsunomiya')",2,2
"Exactly 0 of the following cities are in Malaysia: Shah Alam, Madinat an Nasr.",0,Malaysia,"('Madinat an Nasr', 'Shah Alam')",0,1
"Exactly 2 of the following cities are in Egypt: Shubra al Khaymah, Giza.",1,Egypt,"('Giza', 'Shubra al Khaymah')",2,2
"Exactly 2 of the following cities are in Nigeria: Maiduguri, Ile-Ife.",1,Nigeria,"('Ile-Ife', 'Maiduguri')",2,2
"Exactly 2 of the following cities are in France: Toulouse, Lyon.",1,France,"('Lyon', 'Toulouse')",2,2
"Exactly 1 of the following cities are in Zimbabwe: Bulawayo, Homs.",1,Zimbabwe,"('Bulawayo', 'Homs')",1,1
"Exactly 1 of the following cities are in Senegal: Pikine, Jilin.",1,Senegal,"('Jilin', 'Pikine')",1,1
"Exactly 2 of the following cities are in Pakistan: Karachi, Lahore.",1,Pakistan,"('Karachi', 'Lahore')",2,2
"Exactly 0 of the following cities are in the United Arab Emirates: Huizhou, Al Ain City.",0,the United Arab Emirates,"('Al Ain City', 'Huizhou')",0,1
"Exactly 1 of the following cities are in Iraq: Abu Ghurayb, Thu GJuc.",1,Iraq,"('Abu Ghurayb', 'Thu GJuc')",1,1
"Exactly 2 of the following cities are in the Philippines: General Santos, Las Pinas.",1,the Philippines,"('General Santos', 'Las Pinas')",2,2
"Exactly 2 of the following cities are in Morocco: Fes, Meknes.",1,Morocco,"('Fes', 'Meknes')",2,2
"Exactly 1 of the following cities are in Azerbaijan: Suginami, Goiania.",0,Azerbaijan,"('Goiania', 'Suginami')",1,0
"Exactly 2 of the following cities are in Equatorial Guinea: Ho Chi Minh City, Mexico City.",0,Equatorial Guinea,"('Ho Chi Minh City', 'Mexico City')",2,0
"Exactly 2 of the following cities are in Syria: Rahim Yar Khan, Panshan.",0,Syria,"('Panshan', 'Rahim Yar Khan')",2,0
"Exactly 2 of the following cities are in Sudan: Hegang, Peshawar.",0,Sudan,"('Hegang', 'Peshawar')",2,0
"Exactly 0 of the following cities are in Latvia: Hlaingthaya, Maianga.",1,Latvia,"('Hlaingthaya', 'Maianga')",0,0
"Exactly 1 of the following cities are in Djibouti: Balbala, Orumiyeh.",1,Djibouti,"('Balbala', 'Orumiyeh')",1,1
"Exactly 2 of the following cities are in Turkey: Cankaya, Istanbul.",1,Turkey,"('Cankaya', 'Istanbul')",2,2
"Exactly 2 of the following cities are in Timor-Leste: Jiujiang, Borivli.",0,Timor-Leste,"('Borivli', 'Jiujiang')",2,0
"Exactly 1 of the following cities are in Indonesia: Tasikmalaya, Rahim Yar Khan.",1,Indonesia,"('Rahim Yar Khan', 'Tasikmalaya')",1,1
"Exactly 2 of the following cities are in Timor-Leste: Xiangtan, Hefei.",0,Timor-Leste,"('Hefei', 'Xiangtan')",2,0
"Exactly 1 of the following cities are in the United Kingdom: Langfang, Huizhou.",0,the United Kingdom,"('Huizhou', 'Langfang')",1,0
"Exactly 1 of the following cities are in Zimbabwe: Kitwe, Tangshan.",0,Zimbabwe,"('Kitwe', 'Tangshan')",1,0
"Exactly 0 of the following cities are in Ecuador: Guayaquil, Matsuyama.",0,Ecuador,"('Guayaquil', 'Matsuyama')",0,1
"Exactly 1 of the following cities are in Malawi: Lilongwe, Surat.",1,Malawi,"('Lilongwe', 'Surat')",1,1
"Exactly 1 of the following cities are in Vietnam: Cho Lon, Hermosillo.",1,Vietnam,"('Cho Lon', 'Hermosillo')",1,1
"Exactly 0 of the following cities are in the Democratic Republic of the Congo: Likasi, Kisangani.",0,the Democratic Republic of the Congo,"('Kisangani', 'Likasi')",0,2
"Exactly 2 of the following cities are in Malaysia: Homs, Wanxian.",0,Malaysia,"('Homs', 'Wanxian')",2,0
"Exactly 2 of the following cities are in Bosnia and Herzegovina: Neijiang, Sarajevo.",0,Bosnia and Herzegovina,"('Neijiang', 'Sarajevo')",2,1
"Exactly 2 of the following cities are in Turkey: UEskuedar, Mersin.",1,Turkey,"('Mersin', 'UEskuedar')",2,2
"Exactly 1 of the following cities are in the Dominican Republic: Santo Domingo Oeste, Naucalpan de Juarez.",1,the Dominican Republic,"('Naucalpan de Juarez', 'Santo Domingo Oeste')",1,1
"Exactly 2 of the following cities are in Vietnam: Thu GJuc, Hue.",1,Vietnam,"('Hue', 'Thu GJuc')",2,2
"Exactly 1 of the following cities are in Nepal: Xiamen, Zhumadian.",0,Nepal,"('Xiamen', 'Zhumadian')",1,0
"Exactly 0 of the following cities are in Saint Vincent and the Grenadines: Naberezhnyye Chelny, Huangshi.",1,Saint Vincent and the Grenadines,"('Huangshi', 'Naberezhnyye Chelny')",0,0
"Exactly 1 of the following cities are in Angola: Jinan, Virar.",0,Angola,"('Jinan', 'Virar')",1,0
"Exactly 0 of the following cities are in Zambia: Kitwe, Ndola.",0,Zambia,"('Kitwe', 'Ndola')",0,2
"Exactly 2 of the following cities are in Yemen: Taiz, Al Hudaydah.",1,Yemen,"('Al Hudaydah', 'Taiz')",2,2
"Exactly 2 of the following cities are in North Korea: Pyongyang, Luzhou.",0,North Korea,"('Luzhou', 'Pyongyang')",2,1
"Exactly 0 of the following cities are in Oman: General Santos, Saratov.",1,Oman,"('General Santos', 'Saratov')",0,0
"Exactly 1 of the following cities are in Iraq: Puducherry, Al Basrah al Qadimah.",1,Iraq,"('Al Basrah al Qadimah', 'Puducherry')",1,1
"Exactly 2 of the following cities are in Bangladesh: Khulna, Comilla.",1,Bangladesh,"('Comilla', 'Khulna')",2,2
"Exactly 2 of the following cities are in Tajikistan: Callao, Calabar.",0,Tajikistan,"('Calabar', 'Callao')",2,0
"Exactly 0 of the following cities are in Angola: Golfe, Hoji ya Henda.",0,Angola,"('Golfe', 'Hoji ya Henda')",0,2
"Exactly 2 of the following cities are in Brazil: Manaus, Goiania.",1,Brazil,"('Goiania', 'Manaus')",2,2
"Exactly 0 of the following cities are in Samoa: Guli, Fes.",1,Samoa,"('Fes', 'Guli')",0,0
"Exactly 0 of the following cities are in Cameroon: Yaounde, Tangshan.",0,Cameroon,"('Tangshan', 'Yaounde')",0,1
"Exactly 0 of the following cities are in Algeria: Acapulco de Juarez, Lusaka.",1,Algeria,"('Acapulco de Juarez', 'Lusaka')",0,0
"Exactly 1 of the following cities are in Togo: Kikwit, Lome.",1,Togo,"('Kikwit', 'Lome')",1,1
"Exactly 1 of the following cities are in Tanzania: Arusha, Hwaseong-si.",1,Tanzania,"('Arusha', 'Hwaseong-si')",1,1
"Exactly 1 of the following cities are in Sri Lanka: Arak, Nanjing.",0,Sri Lanka,"('Arak', 'Nanjing')",1,0
"Exactly 2 of the following cities are in Argentina: Mar del Plata, Maracaibo.",0,Argentina,"('Mar del Plata', 'Maracaibo')",2,1
"Exactly 0 of the following cities are in Malaysia: Dharavi, Pingdingshan.",1,Malaysia,"('Dharavi', 'Pingdingshan')",0,0
"Exactly 2 of the following cities are in Turkey: Cankaya, Adana.",1,Turkey,"('Adana', 'Cankaya')",2,2
"Exactly 2 of the following cities are in Poland: Wroclaw, Ghaziabad.",0,Poland,"('Ghaziabad', 'Wroclaw')",2,1
"Exactly 1 of the following cities are in Benin: Goyang-si, Qiqihar.",0,Benin,"('Goyang-si', 'Qiqihar')",1,0
"Exactly 2 of the following cities are in Japan: Yangquan, Xiamen.",0,Japan,"('Xiamen', 'Yangquan')",2,0
"Exactly 2 of the following cities are in Austria: Jingmen, Bahawalpur.",0,Austria,"('Bahawalpur', 'Jingmen')",2,0
"Exactly 1 of the following cities are in Benin: Pingdingshan, Sargodha.",0,Benin,"('Pingdingshan', 'Sargodha')",1,0
"Exactly 0 of the following cities are in Chad: Chuxiong, N'Djamena.",0,Chad,"('Chuxiong', ""N'Djamena"")",0,1
"Exactly 1 of the following cities are in Saint Kitts and Nevis: Bhilai, Busan.",0,Saint Kitts and Nevis,"('Bhilai', 'Busan')",1,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Bukavu, Mbuji-Mayi.",1,the Democratic Republic of the Congo,"('Bukavu', 'Mbuji-Mayi')",2,2
"Exactly 1 of the following cities are in Egypt: Aden, Maceio.",0,Egypt,"('Aden', 'Maceio')",1,0
"Exactly 0 of the following cities are in Pakistan: Shymkent, Muzaffarabad.",0,Pakistan,"('Muzaffarabad', 'Shymkent')",0,1
"Exactly 1 of the following cities are in New Zealand: Auckland, Johor Bahru.",1,New Zealand,"('Auckland', 'Johor Bahru')",1,1
"Exactly 2 of the following cities are in Indonesia: Banjarmasin, Jambi City.",1,Indonesia,"('Banjarmasin', 'Jambi City')",2,2
"Exactly 1 of the following cities are in North Korea: Al Mahallah al Kubra, Pyongyang.",1,North Korea,"('Al Mahallah al Kubra', 'Pyongyang')",1,1
"Exactly 1 of the following cities are in Kazakhstan: Khabarovsk, Almaty.",1,Kazakhstan,"('Almaty', 'Khabarovsk')",1,1
"Exactly 0 of the following cities are in Vanuatu: Golfe, Pontianak.",1,Vanuatu,"('Golfe', 'Pontianak')",0,0
"Exactly 0 of the following cities are in Bosnia and Herzegovina: Al Fayyum, Minsk.",1,Bosnia and Herzegovina,"('Al Fayyum', 'Minsk')",0,0
"Exactly 1 of the following cities are in Benin: Longyan, Cotonou.",1,Benin,"('Cotonou', 'Longyan')",1,1
"Exactly 0 of the following cities are in Bangladesh: Mohammadpur, Gazipur.",0,Bangladesh,"('Gazipur', 'Mohammadpur')",0,2
"Exactly 1 of the following cities are in Cuba: Santiago de Cuba, Ajmer.",1,Cuba,"('Ajmer', 'Santiago de Cuba')",1,1
"Exactly 0 of the following cities are in Tuvalu: Chennai, Zaozhuang.",1,Tuvalu,"('Chennai', 'Zaozhuang')",0,0
"Exactly 1 of the following cities are in France: Ganzhou, Lyon.",1,France,"('Ganzhou', 'Lyon')",1,1
"Exactly 1 of the following cities are in Azerbaijan: UEruemqi, Baku.",1,Azerbaijan,"('Baku', 'UEruemqi')",1,1
"Exactly 0 of the following cities are in Burkina Faso: Weihai, Bobo-Dioulasso.",0,Burkina Faso,"('Bobo-Dioulasso', 'Weihai')",0,1
"Exactly 1 of the following cities are in Estonia: N'Djamena, Wanzhou.",0,Estonia,"(""N'Djamena"", 'Wanzhou')",1,0
"Exactly 2 of the following cities are in Jordan: Hue, Irbid.",0,Jordan,"('Hue', 'Irbid')",2,1
"Exactly 0 of the following cities are in Lebanon: Ra's Bayrut, Beirut.",0,Lebanon,"('Beirut', ""Ra's Bayrut"")",0,2
"Exactly 0 of the following cities are in Rwanda: Kigali, Soweto.",0,Rwanda,"('Kigali', 'Soweto')",0,1
"Exactly 2 of the following cities are in Venezuela: Maturin, Caracas.",1,Venezuela,"('Caracas', 'Maturin')",2,2
"Exactly 2 of the following cities are in Japan: Saitama, Kitakyushu.",1,Japan,"('Kitakyushu', 'Saitama')",2,2
"Exactly 0 of the following cities are in Burkina Faso: Rajkot, Bobo-Dioulasso.",0,Burkina Faso,"('Bobo-Dioulasso', 'Rajkot')",0,1
"Exactly 1 of the following cities are in Japan: Hiroshima, Adachi.",0,Japan,"('Adachi', 'Hiroshima')",1,2
"Exactly 1 of the following cities are in Uruguay: Panjin, Virar.",0,Uruguay,"('Panjin', 'Virar')",1,0
"Exactly 1 of the following cities are in Italy: Qiqihar, Kunming.",0,Italy,"('Kunming', 'Qiqihar')",1,0
"Exactly 0 of the following cities are in the United States: Kolhapur, Florianopolis.",1,the United States,"('Florianopolis', 'Kolhapur')",0,0
"Exactly 2 of the following cities are in the United States: New South Memphis, Tucson.",1,the United States,"('New South Memphis', 'Tucson')",2,2
"Exactly 0 of the following cities are in Tajikistan: Dushanbe, Baku.",0,Tajikistan,"('Baku', 'Dushanbe')",0,1
"Exactly 2 of the following cities are in Kuwait: Dodoma, Yangon.",0,Kuwait,"('Dodoma', 'Yangon')",2,0
"Exactly 0 of the following cities are in Chad: Koeln, Putuo.",1,Chad,"('Koeln', 'Putuo')",0,0
"Exactly 0 of the following cities are in South Africa: Pietermaritzburg, Benoni.",0,South Africa,"('Benoni', 'Pietermaritzburg')",0,2
"Exactly 0 of the following cities are in San Marino: Chunian, Panjin.",1,San Marino,"('Chunian', 'Panjin')",0,0
"Exactly 1 of the following cities are in France: Calumbo, Mogadishu.",0,France,"('Calumbo', 'Mogadishu')",1,0
"Exactly 0 of the following cities are in Russia: Nizhniy Novgorod, Orumiyeh.",0,Russia,"('Nizhniy Novgorod', 'Orumiyeh')",0,1
"Exactly 1 of the following cities are in Ukraine: Belford Roxo, Dnipro.",1,Ukraine,"('Belford Roxo', 'Dnipro')",1,1
"Exactly 0 of the following cities are in Nicaragua: Beijing, Najafgarh.",1,Nicaragua,"('Beijing', 'Najafgarh')",0,0
"Exactly 0 of the following cities are in the United Kingdom: Hohhot, Cotonou.",1,the United Kingdom,"('Cotonou', 'Hohhot')",0,0
"Exactly 0 of the following cities are in Vietnam: Bien Hoa, Ananindeua.",0,Vietnam,"('Ananindeua', 'Bien Hoa')",0,1
"Exactly 2 of the following cities are in Niger: Jaboatao dos Guararapes, Huzhou.",0,Niger,"('Huzhou', 'Jaboatao dos Guararapes')",2,0
"Exactly 2 of the following cities are in Japan: Niigata, Matsuyama.",1,Japan,"('Matsuyama', 'Niigata')",2,2
"Exactly 1 of the following cities are in Finland: Helsinki, Mombasa.",1,Finland,"('Helsinki', 'Mombasa')",1,1
"Exactly 0 of the following cities are in Haiti: Port-au-Prince, Hangzhou.",0,Haiti,"('Hangzhou', 'Port-au-Prince')",0,1
"Exactly 1 of the following cities are in Iraq: Himeji, Mosul.",1,Iraq,"('Himeji', 'Mosul')",1,1
"Exactly 2 of the following cities are in Mauritania: Sanaa, Dharavi.",0,Mauritania,"('Dharavi', 'Sanaa')",2,0
"Exactly 1 of the following cities are in Mongolia: Utsunomiya, Adachi.",0,Mongolia,"('Adachi', 'Utsunomiya')",1,0
"Exactly 1 of the following cities are in Ukraine: Nyala, Kharkiv.",1,Ukraine,"('Kharkiv', 'Nyala')",1,1
"Exactly 1 of the following cities are in Spain: Tokyo, Kanpur.",0,Spain,"('Kanpur', 'Tokyo')",1,0
"Exactly 1 of the following cities are in Peru: Callao, Arequipa.",0,Peru,"('Arequipa', 'Callao')",1,2
"Exactly 1 of the following cities are in Cambodia: Phnom Penh, Hannover.",1,Cambodia,"('Hannover', 'Phnom Penh')",1,1
"Exactly 1 of the following cities are in Vietnam: Can Tho, Najran.",1,Vietnam,"('Can Tho', 'Najran')",1,1
"Exactly 0 of the following cities are in Uzbekistan: Sharjah, Calabar.",1,Uzbekistan,"('Calabar', 'Sharjah')",0,0
"Exactly 0 of the following cities are in Saudi Arabia: Ta'if, Jeddah.",0,Saudi Arabia,"('Jeddah', ""Ta'if"")",0,2
"Exactly 0 of the following cities are in Thailand: Katsina, Bayan Nur.",1,Thailand,"('Bayan Nur', 'Katsina')",0,0
"Exactly 1 of the following cities are in Sao Tome and Principe: Chuxiong, Yangon.",0,Sao Tome and Principe,"('Chuxiong', 'Yangon')",1,0
"Exactly 1 of the following cities are in Belarus: Seongnam-si, Qinhuangdao.",0,Belarus,"('Qinhuangdao', 'Seongnam-si')",1,0
"Exactly 1 of the following cities are in the Democratic Republic of the Congo: Kolwezi, Aktobe.",1,the Democratic Republic of the Congo,"('Aktobe', 'Kolwezi')",1,1
"Exactly 2 of the following cities are in Guinea: Luohe, Conakry.",0,Guinea,"('Conakry', 'Luohe')",2,1
"Exactly 2 of the following cities are in Venezuela: Ciudad Guayana, Caracas.",1,Venezuela,"('Caracas', 'Ciudad Guayana')",2,2
"Exactly 0 of the following cities are in Algeria: Asmara, Algiers.",0,Algeria,"('Algiers', 'Asmara')",0,1
"Exactly 0 of the following cities are in Kenya: Nakuru, Yangjiang.",0,Kenya,"('Nakuru', 'Yangjiang')",0,1
"Exactly 0 of the following cities are in Mozambique: New Kingston, Matola.",0,Mozambique,"('Matola', 'New Kingston')",0,1
"Exactly 2 of the following cities are in Uganda: Warangal, Nansana.",0,Uganda,"('Nansana', 'Warangal')",2,1
"Exactly 0 of the following cities are in Sudan: Omdurman, Nyala.",0,Sudan,"('Nyala', 'Omdurman')",0,2
"Exactly 0 of the following cities are in Indonesia: Samarinda, Tangerang.",0,Indonesia,"('Samarinda', 'Tangerang')",0,2
"Exactly 1 of the following cities are in India: Cancun, Navi Mumbai.",1,India,"('Cancun', 'Navi Mumbai')",1,1
"Exactly 2 of the following cities are in South Korea: Anyang-si, Changwon.",1,South Korea,"('Anyang-si', 'Changwon')",2,2
"Exactly 0 of the following cities are in Tanzania: Arusha, Aracaju.",0,Tanzania,"('Aracaju', 'Arusha')",0,1
"Exactly 0 of the following cities are in Indonesia: Pontianak, Kanayannur.",0,Indonesia,"('Kanayannur', 'Pontianak')",0,1
"Exactly 1 of the following cities are in Tajikistan: Dushanbe, Mosul.",1,Tajikistan,"('Dushanbe', 'Mosul')",1,1
"Exactly 0 of the following cities are in Burkina Faso: Bobo-Dioulasso, Lianyungang.",0,Burkina Faso,"('Bobo-Dioulasso', 'Lianyungang')",0,1
"Exactly 0 of the following cities are in Syria: Kharkiv, Latakia.",0,Syria,"('Kharkiv', 'Latakia')",0,1
"Exactly 2 of the following cities are in India: Teni, Pune.",1,India,"('Pune', 'Teni')",2,2
"Exactly 1 of the following cities are in the United Kingdom: Mombasa, Port Harcourt.",0,the United Kingdom,"('Mombasa', 'Port Harcourt')",1,0
"Exactly 0 of the following cities are in Niger: Dandong, Varanasi.",1,Niger,"('Dandong', 'Varanasi')",0,0
"Exactly 1 of the following cities are in Trinidad and Tobago: Hamamatsu, Latakia.",0,Trinidad and Tobago,"('Hamamatsu', 'Latakia')",1,0
"Exactly 0 of the following cities are in Bangladesh: Rajshahi, Gazipur.",0,Bangladesh,"('Gazipur', 'Rajshahi')",0,2
"Exactly 1 of the following cities are in Iraq: Sadr City, Al Mawsil al Jadidah.",0,Iraq,"('Al Mawsil al Jadidah', 'Sadr City')",1,2
"Exactly 0 of the following cities are in Greece: Kashgar, Kunming.",1,Greece,"('Kashgar', 'Kunming')",0,0
"Exactly 1 of the following cities are in Russia: Nizhniy Novgorod, Homs.",1,Russia,"('Homs', 'Nizhniy Novgorod')",1,1
"Exactly 2 of the following cities are in Sao Tome and Principe: Tucson, Antananarivo.",0,Sao Tome and Principe,"('Antananarivo', 'Tucson')",2,0
"Exactly 0 of the following cities are in Brazil: Ananindeua, Belford Roxo.",0,Brazil,"('Ananindeua', 'Belford Roxo')",0,2
"Exactly 1 of the following cities are in Nigeria: Mazar-e Sharif, Guli.",0,Nigeria,"('Guli', 'Mazar-e Sharif')",1,0
"Exactly 0 of the following cities are in Belgium: Hanzhong, Bhiwandi.",1,Belgium,"('Bhiwandi', 'Hanzhong')",0,0
"Exactly 1 of the following cities are in Saudi Arabia: Ta'if, Rio de Janeiro.",1,Saudi Arabia,"('Rio de Janeiro', ""Ta'if"")",1,1
"Exactly 0 of the following cities are in Monaco: Ciudad Juarez, Zhu Cheng City.",1,Monaco,"('Ciudad Juarez', 'Zhu Cheng City')",0,0
"Exactly 2 of the following cities are in Pakistan: Battagram, Gujrat.",1,Pakistan,"('Battagram', 'Gujrat')",2,2
"Exactly 1 of the following cities are in Gabon: Seongnam-si, Recife.",0,Gabon,"('Recife', 'Seongnam-si')",1,0
"Exactly 0 of the following cities are in Romania: Samarkand, Bucharest.",0,Romania,"('Bucharest', 'Samarkand')",0,1
"Exactly 1 of the following cities are in Moldova: Coimbatore, Chisinau.",1,Moldova,"('Chisinau', 'Coimbatore')",1,1
"Exactly 2 of the following cities are in Saudi Arabia: Ciudad Guayana, Ranchi.",0,Saudi Arabia,"('Ciudad Guayana', 'Ranchi')",2,0
"Exactly 1 of the following cities are in India: Jalandhar, Zigong.",1,India,"('Jalandhar', 'Zigong')",1,1
"Exactly 0 of the following cities are in Laos: Handan, Suining.",1,Laos,"('Handan', 'Suining')",0,0
"Exactly 0 of the following cities are in Brazil: Juiz de Fora, Cuiaba.",0,Brazil,"('Cuiaba', 'Juiz de Fora')",0,2
"Exactly 2 of the following cities are in Benin: Cotonou, Zibo.",0,Benin,"('Cotonou', 'Zibo')",2,1
"Exactly 2 of the following cities are in Norway: Ghaziabad, Kunshan.",0,Norway,"('Ghaziabad', 'Kunshan')",2,0
"Exactly 2 of the following cities are in Brazil: Sao Bernardo do Campo, Goiania.",1,Brazil,"('Goiania', 'Sao Bernardo do Campo')",2,2
"Exactly 0 of the following cities are in Ecuador: Tlalpan, Mirpur Model Thana.",1,Ecuador,"('Mirpur Model Thana', 'Tlalpan')",0,0
"Exactly 2 of the following cities are in Mongolia: Kampung Baru Subang, Kisangani.",0,Mongolia,"('Kampung Baru Subang', 'Kisangani')",2,0
"Exactly 1 of the following cities are in Mexico: Leon de los Aldama, Cuautitlan Izcalli.",0,Mexico,"('Cuautitlan Izcalli', 'Leon de los Aldama')",1,2
"Exactly 1 of the following cities are in Djibouti: Balbala, Cheonan.",1,Djibouti,"('Balbala', 'Cheonan')",1,1
"Exactly 0 of the following cities are in Malawi: Lilongwe, Mudanjiang.",0,Malawi,"('Lilongwe', 'Mudanjiang')",0,1
"Exactly 0 of the following cities are in the United States: Indianapolis, New South Memphis.",0,the United States,"('Indianapolis', 'New South Memphis')",0,2
"Exactly 0 of the following cities are in Eritrea: Faisalabad, Asmara.",0,Eritrea,"('Asmara', 'Faisalabad')",0,1
"Exactly 0 of the following cities are in Greece: Soweto, Hanzhong.",1,Greece,"('Hanzhong', 'Soweto')",0,0
"Exactly 1 of the following cities are in Brazil: Narela, Goiania.",1,Brazil,"('Goiania', 'Narela')",1,1
"Exactly 1 of the following cities are in Yemen: Ya'an, Hohhot.",0,Yemen,"('Hohhot', ""Ya'an"")",1,0
"Exactly 0 of the following cities are in Angola: Camama, Benguela.",0,Angola,"('Benguela', 'Camama')",0,2
"Exactly 2 of the following cities are in Egypt: Suez, Giza.",1,Egypt,"('Giza', 'Suez')",2,2
"Exactly 2 of the following cities are in Saudi Arabia: Buraydah, Sultanah.",1,Saudi Arabia,"('Buraydah', 'Sultanah')",2,2
"Exactly 2 of the following cities are in Yemen: Taiz, Mukalla.",1,Yemen,"('Mukalla', 'Taiz')",2,2
"Exactly 0 of the following cities are in Vanuatu: Shekhupura, Tangier.",1,Vanuatu,"('Shekhupura', 'Tangier')",0,0
"Exactly 1 of the following cities are in Bulgaria: Sofia, Heze.",1,Bulgaria,"('Heze', 'Sofia')",1,1
"Exactly 0 of the following cities are in Kazakhstan: Astana, Hefei.",0,Kazakhstan,"('Astana', 'Hefei')",0,1
"Exactly 1 of the following cities are in San Marino: Zahedan, Rizhao.",0,San Marino,"('Rizhao', 'Zahedan')",1,0
"Exactly 2 of the following cities are in India: Visakhapatnam, Bokaro.",1,India,"('Bokaro', 'Visakhapatnam')",2,2
"Exactly 0 of the following cities are in Afghanistan: Teni, Kinshasa.",1,Afghanistan,"('Kinshasa', 'Teni')",0,0
"Exactly 2 of the following cities are in South Korea: Bucheon-si, Busan.",1,South Korea,"('Bucheon-si', 'Busan')",2,2
"Exactly 0 of the following cities are in Turkey: Saratov, Esenler.",0,Turkey,"('Esenler', 'Saratov')",0,1
"Exactly 1 of the following cities are in Cyprus: Gwalior, Santiago de Queretaro.",0,Cyprus,"('Gwalior', 'Santiago de Queretaro')",1,0
"Exactly 1 of the following cities are in Afghanistan: Suginami, Mazar-e Sharif.",1,Afghanistan,"('Mazar-e Sharif', 'Suginami')",1,1
"Exactly 2 of the following cities are in Bosnia and Herzegovina: Astana, Nouakchott.",0,Bosnia and Herzegovina,"('Astana', 'Nouakchott')",2,0
"Exactly 0 of the following cities are in Uganda: UEskuedar, Kuantan.",1,Uganda,"('Kuantan', 'UEskuedar')",0,0
"Exactly 2 of the following cities are in Peru: Callao, Piura.",1,Peru,"('Callao', 'Piura')",2,2
"Exactly 0 of the following cities are in Jordan: Irbid, Amman.",0,Jordan,"('Amman', 'Irbid')",0,2
"Exactly 0 of the following cities are in Jamaica: Yichang, Izmir.",1,Jamaica,"('Izmir', 'Yichang')",0,0
"Exactly 2 of the following cities are in India: Dombivali, Dhanbad.",1,India,"('Dhanbad', 'Dombivali')",2,2
"Exactly 1 of the following cities are in Ethiopia: Suining, Sanaa.",0,Ethiopia,"('Sanaa', 'Suining')",1,0
"Exactly 2 of the following cities are in Romania: Bucharest, Akure.",0,Romania,"('Akure', 'Bucharest')",2,1
"Exactly 0 of the following cities are in New Zealand: Auckland, Yibin.",0,New Zealand,"('Auckland', 'Yibin')",0,1
"Exactly 1 of the following cities are in Belarus: Sapporo, Minsk.",1,Belarus,"('Minsk', 'Sapporo')",1,1
"Exactly 2 of the following cities are in Chad: N'Djamena, Kagoshima.",0,Chad,"('Kagoshima', ""N'Djamena"")",2,1
"Exactly 2 of the following cities are in Mauritania: Bhopal, Taicang.",0,Mauritania,"('Bhopal', 'Taicang')",2,0
"Exactly 0 of the following cities are in Bhutan: Jiangyin, Denpasar.",1,Bhutan,"('Denpasar', 'Jiangyin')",0,0
"Exactly 1 of the following cities are in Turkey: Ribeirao Preto, Istanbul.",1,Turkey,"('Istanbul', 'Ribeirao Preto')",1,1
"Exactly 1 of the following cities are in Saudi Arabia: Kakamega, Sultanah.",1,Saudi Arabia,"('Kakamega', 'Sultanah')",1,1
"Exactly 1 of the following cities are in South Korea: Hoji ya Henda, Bucheon-si.",1,South Korea,"('Bucheon-si', 'Hoji ya Henda')",1,1
"Exactly 1 of the following cities are in Nicaragua: Managua, Samarkand.",1,Nicaragua,"('Managua', 'Samarkand')",1,1
